broker_id,headquarters,description,offices
85,Letonia,"<p><img alt="""" src=""/upload/Imagini_Descriere/Dukascopy_description.png"" style=""float:left; height:150px; width:400px"" />Dukascopy Europe&nbsp;este o companie de brokeraj licențiată, deținuta &icirc;n proporție de 100% de Swiss Forex Dukascopy Bank.</p>

<p>Dukascopy Europe&nbsp;oferă&nbsp;acces la Swiss Foreign Exchange Marketplace. Această&nbsp;piață&nbsp;furnizează&nbsp;acces către cel mai mare sector de lichiditate forex disponibil pentru bănci, fonduri hedging și alte instituții și traderi profesioniști.</p>

<p>Combin&acirc;nd accesul către Swiss Foreign Exchange Marketplace cu o platformă&nbsp;de tranzacționare performantă&nbsp;și servicii financiare de calitate prin intermediul parteneriatelor sale bancare, Dukascopy Europa și SWFX Swiss FX Marketplace continuă&nbsp;să&nbsp;seteze standaredele &icirc;n industria globală&nbsp;de trading ECN forex.</p>

<p>Licența&nbsp;europeană&nbsp;permite Dukascopy Europe&nbsp;să&nbsp;fie un partener eligibil at&acirc;t pentru sectorul privat c&acirc;t și pentru cel instituțional &icirc;n oricare din cele 28 de țări ale Uniunii Europene.</p>","Elveția, Letonia"
86,"Noua Zeelanda","<p><img alt="""" src=""upload/Imagini_Descriere/SolForex_description.jpg"" style=""float:left; height:212px; width:280px"" />Solforex a fost fondat in 2013 de o echipa cu o vasta experienta in forex si industrii tehnologice. Compania are sediul principal in Auckland, Noua Zeelanda. Solforex este o companie de tranzactionare forex care ofera solutii sofisticate pentru traderi cu experienta, dar si suficient de simple pentru un novice in ale tranzactionarii.</p>

<p>Solforex asista investitorii de retail in utilizarea forex ca un beneficiu si ca parte in obiectivele lor de investitie in timp ce le ofera o platforma de tranzactionare cu acces la date din piata.</p>

<p>Solforex ofera acces direct catre mai multe piete de lichiditate fara complicatiile reprezentate de un birou de tranzactionare.</p>
","Hong Kong, Japonia, Nigeria, Noua Zeelanda, Singapore, Vietnam"
87,Cipru,"<p><img alt="""" src=""upload/Imagini_Descriere/FxGrow_description.png"" style=""float:left; height:120px; width:300px"" />FxGrow incearca sa ofere conditii de tranzactionare nemaintalnite, inovative si profesionale catre clientii si partenerii sai prin utilizarea tehnologiei de ultima generatie. Toate strategiile afacerii sunt construite pe baza unor standarde etice si profesionale. La FxGrow, <strong>Integritatea, Transparenta si Devotamentul</strong> sunt mai mult decat idealuri, sunt moduri de a trai.</p>

<p>Echipa noastra este dedicata sa adopte solutii inovative pentru a oferi un nivel ridicat al serviciilor precum si o eficienta sporita care nu se regaseste in alta parte in aceasta indistrie. Toate acestea si multe altele sunt facute pentru un singur scop, multumirea clientilor si a partenerilor care vor ramane intotdeauna, prioritatea noastra numarul unu. In cele din urma doar prin succesul lor ne putem mentine si noi succesul.</p>
","Cipru, Polonia, Marea Britanie"
88,Cipru,"<p><img alt="""" src=""/upload/Imagini_Descriere/TrioMarkets_description.png"" style=""float:left; height:150px; width:300px"" />TrioMarkets&trade; a fost &icirc;nființată&nbsp;de trei profesioniști &icirc;n sectorul financiar, cu peste 15 ani experiență&nbsp;at&acirc;t &icirc;n piața de capital Britanică&nbsp;c&acirc;t și Elvețiană. Acest Trio este format din antreprenori cu aptitudini deosebite și eficiente, cu o istorie de succes &icirc;n sectorul de tranzacționare online.</p>

<p>O viziune a celor 3 este să&nbsp;creeze un climat plăcut și eficient de tranzacționare pentru traderi, unde cel mai important lucru este investiția ingenioasă.</p>

<p>Aceștia sunt &icirc;n totalitate devotați să-și aducă&nbsp;contribuția prin &icirc;mbinarea cunoștințelor și aptitudinilor pentru a a oferi cea mai bună&nbsp;experiență&nbsp;de tranzacționare, ca &icirc;n final succesul să&nbsp;fie de ambele părți.</p>

<p>Filozofia TrioMarkets este să&nbsp;ofere un climat de &icirc;ncredere și transparent unde tot timpul va exista un membru al echipei noastre care să&nbsp;ofere asistență. Filozofia &icirc;n afaceri la TrioMarkets este să&nbsp;oferim valoare adăugată&nbsp;clienților pentru a c&acirc;știga loialitatea acestora și&nbsp;pentru a obține beneficii de ambele părți.</p>",Maurițius
89,Germania,"<p><img alt="""" src=""upload/Imagini_Descriere/BDSwiss_description.png"" style=""float:left; height:150px; width:225px"" />BDSwiss este una din companiile de top din Europa privind servicii financiare, specializata in tranzactionarea Forex si a CFD-urilor. Am devenit prima optiune pentru multi traderi, oferind servicii de tranzactionare profesioniste si suport software pentru toti clientii nostrii. Misiunea noastra este sa oferim o platforma care sa fie actualizata in fiecare minut si care sa ofere clientilor un climat de siguranta. Acest lucru a facut BDSwiss sa fie de incredere pentru traderii de pretutindeni.</p>

<p>BDSwiss ofera variate tipuri de instrumente de tranzactionare precum: Forex, CFD-uri.&nbsp;BDSwiss a ales cu atentie tipul si structura contului de tranzactionare, astfel incat acesta sa se potriveasca nevoilor tuturor clientilor.</p>

<p>Centrul educational al BDSwiss, creat de experti in industrie, a fost creat sa ofere clientilor nostrii toate cunostintele necesare pentru a lua o decizie de investitie. De aemenea, centrul educational ajuta traderii sa-si dezvolte strategiile, oferind instrumentele necesare pentru a deveni un trader de succes.</p>
","Austria, Cipru, Germania"
90,"Cipru, Sfântul Vicențiu și Grenadinele","<p><img alt="""" src=""/upload/Imagini_Descriere/ForexMart_description.jpg"" style=""float:left; height:200px; width:300px"" /></p>

<p>O companie inovatoare &icirc;n plină creștere &icirc;n industria tranzacțioării online, ForexMart este o companie de investiții care operează &icirc;n &icirc;ntreaga lume.</p>

<p>ForexMart funcționează pe două direcții. Prima ramură, ForexMart.eu, oferă servicii pentru cetățenii UE &icirc;n cadrul Tradomart SV Ltd., reglementată de CySEC cu numărul de licență 266/15. Cealaltă parte, ForexMart.com, &icirc;nregistrată &icirc;n Sf&acirc;ntul Vicențiu și Grenadinele cu nr. Reg. 23071, servește traderii din afara zonei Euro.</p>

<p>Deci, compania este reglementată &icirc;n totalitate și protejează conturile clienților&nbsp;&icirc;mpotriva oricărei activități frauduloase.</p>

<p>Compania oferă numeroase instrumente financiare pentru diversificarea unui portofoliu. Pentru doar 15 USD, un trader novice poate deschide un cont ForexMart și se poate bucura de o platformă de tranzacționare superbă, de execuție a ordinelor incomparabilă și de spread-uri competitive. Clienții pot tranzacționa forex, CFD-uri pe acțiuni și metale spot (levierul pentru tranzacționarea aurului și argintului este de 1:500). Traderii pot utiliza, de asemenea, un levier de 1: 500, una dintre cel&nbsp;mai mare&nbsp;levier&nbsp;de pe piață.</p>
","Malaezia, Vietnam"
91,"Sfântul Vicențiu și Grenadinele","<p><img alt="""" src=""upload/Imagini_Descriere/Tallinex_desription.png"" style=""float:left; height:114px; width:300px"" />Tallinex se concentreaza pe diminuarea riscului, ce a dus astfel la dezvoltarea proprie a unei tehnologii de tranzactionare. Toate tranzactiile Tallinex sunt transmise imediat si corespunzator catre cele mai mari banci, utilizand conectivitatea oferita de PrimeFX catre sistemul Intergral FX ce este optimizat in executarea de tranzactii forex. Astfel, clientii nostri pot beneficia de un mediu real ECN / STP, tranzactionand cu incredere in piata Forex prin Tallinex.</p>

<p>Tallinex ofera platforma MetaTrader 4 in 32 de limbi. Instrumentele de analiza tehnica pot ajuta la anticiparea fluctuatiilor perechilor valutare si de asemenea pot oferi un sistem adecvat de urmarire a tranzactiilor. Serverele dedicate precum si tehnologia de ultima generatie garanteaza un raspuns foarte rapid si eficient de transmitere si executare a ordinelor precum si un nivel ridicat de lichiditate. Oferind un model de executie fara concurenta, Tallinex este o alegere potrivita pentru traderii forex profesionisti.</p>
","Sfântul Vicențiu și Grenadinele"
92,Cipru,"<p><img alt="""" src=""upload/Imagini_Descriere/CentroFX_description.jpg"" style=""float:left; height:250px; width:300px"" />CentroFX este conceput pe o viziune inovativa care este si baza unei reputatii extraordinare acumulata intr-o perioada foarte scurta. In fata competitorilor nostri ne situam la inaltime devenind una dintre primele optiuni ale diferitelor tipuri de traderi.</p>

<p>Oferim clientilor nostri o gama larga de instrumente financiare, conditii de tranzactionare excelente, un mediu de tranzactionare care este sigur si corect precum si un nivel ridicat de profesionalism pentru toate serviciile noastre.</p>

<p>Aceasta inseamna ca noi respectam regulile indeaproape oricare ar fi situatiile cu care ne confruntam deoarece avem un set de valori si oferim profesionalism in tot ceea ce facem.</p>
",Cipru
93,"Statele Unite ale Americii","<p><img alt="""" src=""upload/Imagini_Descriere/Matador_Prime_description.JPG"" style=""float:left; height:183px; width:220px"" />Matador a crescut standardele in industria FX, fiind un provider B2B de top. Expertiza noastra este peste tranzactionarea normala FX. Suntem un furnizor de lichiditate si un fond de management pe mai multe clase de active. Suntem mandri sa oferim servicii si rezultate de top la nivel mondial. Pretul nostru exceptional, executia, serviciul clientilor, alegerea produselor noi si cunostintele deosebite sunt recunoscute in industrie. Cu 10 birouri complet reglementate in jurisdictiile respective, Matador Prime este gata sa serveasca clienti din toate colturile lumii.</p>
","Argentina, Bulgaria, Japonia, Marea Britanie, Mexic, Filipine, Spania, Statele Unite ale Americii"
94,"Sfântul Vicențiu și Grenadinele","<p>USG este un broker de FX și CFD-uri multi-premiat, care permite clienților din &icirc;ntreaga lume să tranzacționeze perechi valutare, indici și mărfuri &icirc;n condiții de tranzacționare premium.</p>

<p>Grupul USG funcționează sub reglementarea deplină a autorităților financiare cele mai de &icirc;ncredere din lume și este licențiat sub supraveghere strictă de către autoritatea de reglementare din UK, FCA (Financial Conduct Authority).</p>

<p>United Strategic Group LLC a obținut certificatul &quot;Saint Vincent și Grenadine Limited Liability Company Act&quot;&nbsp;(NR. 648LLC2020) &icirc;n 2020.</p>

<p>Suntem mari credincioși &icirc;n a ne ajuta clienții să crească și să prospere ca traderi. De aceea, oferim o suită completă și integrată de servicii de asistență pentru traderi, de la coaching personalizat unu&nbsp;la unu, analize de piață de top, din industrie și instrumente de tranzacționare inteligente inovatoare, astfel &icirc;nc&acirc;t clienții noștri să poată lua decizii de tranzacționare mai bune și mai informate.</p>

<p>La USG, ne-am angajat să construim relații pe termen lung cu clienții noștri. Operăm pe &icirc;ncredere, transparență și furnizarea de servicii de asistență pentru traderii premium și aceste valori și principii ne-au făcut un partener preferat și de &icirc;ncredere pentru traderii din &icirc;ntreaga lume.</p>
",N/A
95,Cipru,"<p><img alt="""" src=""/upload/Imagini_Descriere/MaxFX_description.jpg"" style=""float:left; height:192px; width:230px"" />MaxFX este un nume comercial a companiei TopFX, furnizor de lichiditate de nivelul 1, care continua sa-si ofere serviciile de peste 5 ani, pe 3 continente. Investitiile dumnevoastra sunt pastrate in siguranta intr-o organizatie de top, cu radacini adanci in industria financiara.</p>

<p>MaxFX a luat masuri ferme pentru a eradica toate conflictele de interese dintre client si broker. Credem ca transparenta este de o importanta vitala si de asemenea credem ca in sub aceasta caracteristica trebuie sa-si desfasoare activitatea intreaga industrie. Succesul constant al clientilor MaxFX si dorinta noastra de a demonstra prin exemplu, a facut ca MaxFX sa fie deosebita de alte companii.&nbsp;</p>
",Cipru
96,"Bahamas, Marea Britanie","<p><img alt="""" src=""/upload/Imagini_Descriere/LCG_description.jpg"" style=""float:left; height:292px; width:350px"" /></p>

<p>Cu peste 20 de ani de experiență &icirc;n industria de tranzacționare, London Capital Group (LCG) este un furnizor principal de servicii de tranzacționare online.</p>

<p>Echipa noastră orientată spre clienți oferă asistență substanțială prin telefon, e-mail și live chat, at&acirc;t pentru traderul cu experiență, c&acirc;t și pentru &icirc;ncepătorii curioși.</p>

<p>Mai mult, pagina noastră de analiză și educație prezintă o gamă variată de resurse educaționale&nbsp;și de tranzacționare pentru a oferi clienților noștri analize la nivel &icirc;nalt, noutăți de ultimă generație și rapoarte de profunzime. Ne-am angajat să oferim prețuri competitive, care variază de la cerințe de marjă scăzută, la spread-uri reduse, &icirc;n plus față de tehnologia avansată și un serviciu profesional pentru toate tipurile de traderi care aleg să profite de ofertele noastre diverse.</p>

<p>Cu LCG puteți tranzacționa peste 7.000 de produse &icirc;n 9 clase de active, inclusiv forex, metale spot, indici, mărfuri, acțiuni, obligațiuni, opțiuni vanilla, ETF-uri și monede virtuale.</p>

<p>Ne m&acirc;ndrim cu respectarea strictă a cerințelor prezentate de autoritatea noastră de reglementare, Comisia de valori mobiliare din Bahamas (SCB) și&nbsp;prin urmare&nbsp;oferim un nivel suplimentar de securitate și siguranță clientului LCG.</p>

<p>London Capital Group este eficientă &icirc;n execuție, profesionist pe piața de tranzacționare și conștient de nevoile clienților noștri.</p>
",Cipru
97,"Africa de Sud","<p><img alt="""" src=""upload/Imagini_Descriere/CM_Trading_Description.gif"" style=""float:left; height:208px; width:250px"" />Cu o reglementare din partea FSB fiind unul dintre cei mai mari brokeri din Africa de Sud, CM Trading oferă&nbsp;clienților săi soluții de tranzacționare Forex personalizate. Clienții CM Trading pot beneficia de o varietate de platforme puternice de tranzacționare c&acirc;t și produse software, precum MetaTrader 4 și sistemul CopyKat.</p>

<p>CM Trading este dedicat să&nbsp;ofere clienților săi cele mai bune instrumente de tranzacționare de pe piață&nbsp;pentru ai ajuta &icirc;n maximizarea profitului potențial. Prin menținerea unor standarde &icirc;nalte privind securitatea fondurilor, păstrăm fondurile clienților &icirc;n conturi segregate, permiț&acirc;ndu-le acestora să&nbsp;tranzacționeze cu &icirc;ncredere. CM Trading aspiră&nbsp;&icirc;ntotdeauna să-și &icirc;mbunătățească&nbsp;serviciile și să&nbsp;ofere cea mai bună experiență&nbsp;de tranzacționare Forex și a CFD-urilor.</p>
","Africa de Sud, Marea Britanie"
